job_indexed_id,url,title_clean,gold_normalized_title,gold_role_family,gold_seniority,gold_employment_type,gold_location_type,gold_location_city,gold_country,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,qa_status,qa_fix_normalized_title,qa_fix_role_family,qa_fix_seniority,qa_fix_employment_type,qa_fix_location_type,qa_fix_location_city,qa_fix_country,qa_fix_salary_min,qa_fix_salary_max,qa_fix_salary_currency,qa_fix_salary_period,qa_notes
615,https://job-boards.greenhouse.io/gleanwork/jobs/4661632005,HR Business Partner (HRBP),hr_business_partner,hr,senior,full_time,onsite,Nashville,TN,127500,142000,USD,yearly,,,,,,,,,,,,,
927,https://job-boards.greenhouse.io/truebill/jobs/7592100003,"Senior Full Stack Engineer, Compass",fullstack_engineer,fullstack,senior,full_time,onsite,San Francisco,US,150000,185000,USD,yearly,,,,,,,,,,,,,
275,https://job-boards.greenhouse.io/canonical/jobs/6132532,Cloud Field Engineer,software_engineer,engineering,mid,full_time,remote,,,,,,,,,,,,,,,,,,,
708,https://job-boards.greenhouse.io/gleanwork/jobs/4652365005,Strategic Account Executive - Netherlands,account_executive,sales,,,remote,,NL,,,,,,,,,,,,,,,,,
1826,https://job-boards.greenhouse.io/capco/jobs/7348649,Product Owner (Specialty Insurance) - Product & Experience,other,product_management,lead,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
504,https://job-boards.greenhouse.io/canonical/jobs/3737190,Sustaining Operations Engineer,operations_specialist,operations,mid,full_time,remote,,,,,,,,,,,,,,,,,,,
1751,https://job-boards.greenhouse.io/capco/jobs/7658016,Management Consultant – Commercial & Specialty Insurance,consultant,consulting,lead,full_time,hybrid,London,GB,,,,,,,,,,,,,,,,,
733,https://job-boards.greenhouse.io/dv01/jobs/8345559002,"Data Analyst, Securitizations Reporting",data_analyst,data_analytics,senior,full_time,remote,,US,,,,,,,,,,,,,,,,,
953,https://job-boards.greenhouse.io/gofundme/jobs/7587323,Lead International SEO,seo_specialist,marketing,lead,,hybrid,London,GB,,,,,,,,,,,,,,,,,
1705,https://job-boards.greenhouse.io/capco/jobs/7664921,HR Business Analyst - 6 Month FTC,business_analyst,business_analysis,senior,contract,hybrid,London,GB,,,,,,,,,,,,,,,,,
1207,https://job-boards.greenhouse.io/celonis/jobs/6575819003?gh_jid=6575819003,Senior Application Product Manager - Production Planning,product_manager,product_management,senior,,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
799,https://job-boards.greenhouse.io/grafanalabs/jobs/5783164004,Senior Backend Engineer | Mimir OSS | United Kingdom | Remote,backend_engineer,backend,senior,,remote,,GB,,,,,,,,,,,,,,,,,
1815,https://job-boards.greenhouse.io/capco/jobs/7588673,Principal Data Engineer - GCP,data_engineer,data_engineering,senior,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
726,https://job-boards.greenhouse.io/gleanwork/jobs/4448955005,Technical Support Engineer,it_support_specialist,it_operations,junior,,,Nashville,TN,,,,,,,,,,,,,,,,,
66,https://job-boards.greenhouse.io/smartsheet/jobs/7592404,Indirect Tax Accountant (Remote Elegible - Costa Rica),accountant,finance,senior,full_time,remote,,CR,,,,,,,,,,,,,,,,,
1178,https://job-boards.greenhouse.io/celonis/jobs/7539074003?gh_jid=7539074003,Principal Enterprise Architect,enterprise_architect,architecture,unspecified,,hybrid,London,GB,,,,,,,,,,,,,,,,,
1500,https://job-boards.greenhouse.io/kalepa/jobs/5748962004,Senior Product Designer,product_designer,design,senior,full_time,remote,,NY,135000,155000,USD,yearly,,,,,,,,,,,,,
1344,https://job-boards.greenhouse.io/thumbtack/jobs/7607781,Senior Data Scientist,data_scientist,data_science,senior,full_time,remote,,US,197200,255200,USD,yearly,,,,,,,,,,,,,
622,https://job-boards.greenhouse.io/gleanwork/jobs/4632997005,"Machine Learning Engineer, Enterprise Brain",ml_engineer,machine_learning,junior,full_time,hybrid,San Francisco Bay Area,US,200000,300000,USD,yearly,,,,,,,,,,,,,
496,https://job-boards.greenhouse.io/canonical/jobs/6635593,Software Support Engineer,software_engineer,software_engineering,,,remote,,,,,,,,,,,,,,,,,,,
427,https://job-boards.greenhouse.io/canonical/jobs/5906570,インサイドセールス/ Sales Development Representative,business_development_representative,sales,,,remote,,,,,,,,,,,,,,,,,,,
540,https://job-boards.greenhouse.io/gleanwork/jobs/4656031005,Accounting Apprentice,other,other,junior,full_time,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
507,https://job-boards.greenhouse.io/canonical/jobs/7364802,Taipei Office Administrator,office_administrator,operations,,full_time,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
1144,https://job-boards.greenhouse.io/celonis/jobs/7532064003?gh_jid=7532064003,Lead Consultant - Data Science & Artificial Intelligence,consultant,consulting,lead,full_time,hybrid,Madrid,ES,,,,,,,,,,,,,,,,,
734,https://job-boards.greenhouse.io/dv01/jobs/8287661002,"Manager, Data Analytics Engineering",analytics_manager,data_analytics,lead,full_time,remote,,US,,,,,,,,,,,,,,,,,
961,https://job-boards.greenhouse.io/gofundme/jobs/7298988,"Product Marketing Lead, Nonprofits",marketing_specialist,marketing,lead,full_time,hybrid,San Francisco,CA,,,,,,,,,,,,,,,,,
1581,https://job-boards.greenhouse.io/capco/jobs/7544448,Business Analyst - OpenLink - Houston,business_analyst,business_analysis,junior,full_time,onsite,Houston,US,,,,,,,,,,,,,,,,,
222,https://job-boards.greenhouse.io/gomotive/jobs/8350176002,"Senior Product Manager, Analytics",product_manager,product_management,senior,full_time,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
863,https://job-boards.greenhouse.io/grafanalabs/jobs/5801260004,Staff Backend Engineer - Adaptive Telemetry | Sweden | Remote,backend_engineer,backend,senior,full_time,remote,,GB,,,,,,,,,,,,,,,,,
1898,https://job-boards.greenhouse.io/capco/jobs/7588472,Senior Data Engineer - AWS,data_engineer,data_engineering,senior,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
153,https://job-boards.greenhouse.io/gomotive/jobs/8175044002,Associate Systems Administrator (Salesforce),systems_administrator,it_operations,unspecified,,remote,,,,,,,,,,,,,,,,,,,
601,https://job-boards.greenhouse.io/gleanwork/jobs/4643390005,Finance Systems Trainee,accountant,finance,junior,,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
1179,https://job-boards.greenhouse.io/celonis/jobs/6719678003?gh_jid=6719678003,Principal Enterprise Architect,enterprise_architect,architecture,unspecified,,hybrid,Raleigh,US,,,,,,,,,,,,,,,,,
972,https://job-boards.greenhouse.io/gofundme/jobs/7398239,Senior Product Designer,product_designer,design,senior,full_time,hybrid,San Francisco,CA,145000,218000,USD,yearly,,,,,,,,,,,,,
1355,https://job-boards.greenhouse.io/thumbtack/jobs/7308673,"Staff Data Scientist, Marketing",data_scientist,data_science,senior,full_time,remote,,US,223100,288800,USD,yearly,,,,,,,,,,,,,
935,https://job-boards.greenhouse.io/truebill/jobs/6657749003,"Staff ML Engineer, Product",ml_engineer,machine_learning,unspecified,full_time,onsite,San Francisco,US,210000,260000,USD,yearly,,,,,,,,,,,,,
332,https://job-boards.greenhouse.io/canonical/jobs/4960407,Golang System Software Engineer - Containers / Virtualisation,software_engineer,software_engineering,,,,,,,,,,,,,,,,,,,,,,
893,https://job-boards.greenhouse.io/grafanalabs/jobs/5748589004,"Strategic Account Executive, Growth | Bay Area | Remote",account_executive,sales,senior,full_time,remote,,US,,,,,,,,,,,,,,,,,
348,https://job-boards.greenhouse.io/canonical/jobs/4551832,Information Systems - Open Source Technical Architect,other,technical_architect,lead,full_time,remote,,,,,,,,,,,,,,,,,,,
65,https://job-boards.greenhouse.io/smartsheet/jobs/7395150,Fulfillment Operations Coordinator II,operations_specialist,operations,mid,,remote,,IN,,,,,,,,,,,,,,,,,
1146,https://job-boards.greenhouse.io/celonis/jobs/7562851003?gh_jid=7562851003,Lead Services Consultant,consultant,consulting,lead,full_time,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
162,https://job-boards.greenhouse.io/gomotive/jobs/8378193002,Data Annotator (rotational shifts w/ weekends),data_analyst,data_analytics,junior,unspecified,,City of Mexico,,,,,,,,,,,,,,,,,,
1467,https://job-boards.greenhouse.io/datacamp/jobs/7372415,Lifecycle Marketing Manager,marketing_specialist,marketing,lead,,,,PT,,,,,,,,,,,,,,,,,
1589,https://job-boards.greenhouse.io/capco/jobs/7650118,Business Analyst - Retail Energy,business_analyst,business_analysis,,full_time,onsite,Dallas,US,,,,,,,,,,,,,,,,,
1068,https://job-boards.greenhouse.io/celonis/jobs/6605731003?gh_jid=6605731003,Application Product Manager - Accounts Payable,product_manager,product_management,senior,,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
1549,https://job-boards.greenhouse.io/capco/jobs/7548524,Backend Engineer - Remoto,backend_engineer,backend,senior,unspecified,remote,Sao Paulo,BR,,,,,,,,,,,,,,,,,
1814,https://job-boards.greenhouse.io/capco/jobs/7588474,Principal Data Engineer - AWS,data_engineer,data_engineering,senior,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
150,https://job-boards.greenhouse.io/gomotive/jobs/8360626002,Associate Manager - Technical Support Engineering,it_support_specialist,management,unspecified,,remote,,,,,,,,,,,,,,,,,,,
1367,https://job-boards.greenhouse.io/appier/jobs/7552171,Associate Finance Manager,manager,finance,unspecified,,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
1742,https://job-boards.greenhouse.io/capco/jobs/7613777,"Lead Solutions Architect - legacy codebases, especially C# and/or Delphi - Cloud (Toronto - Hybrid)",solutions_architect,architecture,senior,contract,hybrid,Canada - Toronto,CA,,,,,,,,,,,,,,,,,
637,https://job-boards.greenhouse.io/gleanwork/jobs/4600865005,"Product Design Lead, AI Products",product_designer,design,senior,full_time,hybrid,San Francisco Bay Area,US,235000,280000,USD,yearly,,,,,,,,,,,,,
978,https://job-boards.greenhouse.io/gofundme/jobs/7379251,"Staff Data Scientist, Finance",data_scientist,data_science,unspecified,full_time,hybrid,San Francisco,CA,179500,269500,USD,yearly,,,,,,,,,,,,,
532,https://job-boards.greenhouse.io/canonical/jobs/6707824,Ubuntu Software Engineer,software_engineer,software engineering,lead,,remote,,,,,,,,,,,,,,,,,,,
437,https://job-boards.greenhouse.io/canonical/jobs/4122239,Sales Operations Analyst,sales_representative,sales,lead,full_time,remote,,,,,,,,,,,,,,,,,,,
1973,https://job-boards.greenhouse.io/capco/jobs/7297411,Validation & Prod Testing,other,other,,,,,IN,,,,,,,,,,,,,,,,,
895,https://job-boards.greenhouse.io/grafanalabs/jobs/5728176004,Strategic Channel Manager | Japan | Remote,manager,,lead,full_time,remote,,JP,,,,,,,,,,,,,,,,,
897,https://job-boards.greenhouse.io/correlationone/jobs/5427890004,"AI Coach (Gemini, Copilot, ChatGPT, Claude)",consultant,consulting,junior,full_time,remote,,CA,,,,,,,,,,,,,,,,,
1374,https://job-boards.greenhouse.io/appier/jobs/7497826,Data Analyst / Senior Data Analyst (Enterprise Solution),data_analyst,data_analytics,senior,full_time,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
541,https://job-boards.greenhouse.io/gleanwork/jobs/4666200005,AI Content Strategist,marketing_specialist,marketing,lead,,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
1566,https://job-boards.greenhouse.io/capco/jobs/7504958,Business Analyst - Allegro,business_analyst,business_analysis,junior,full_time,onsite,Houston,US,,,,,,,,,,,,,,,,,
1410,https://job-boards.greenhouse.io/appier/jobs/7114724,Senior RTB Product Manager,product_manager,product_management,senior,,onsite,Tokyo,,,,,,,,,,,,,,,,,,
1926,https://job-boards.greenhouse.io/capco/jobs/7433547,Senior Java Backend Developer,backend_engineer,backend,senior,full_time,onsite,Bengaluru,IN,,,,,,,,,,,,,,,,,
1899,https://job-boards.greenhouse.io/capco/jobs/7559773,Senior Data Engineer (ETL / Talend / Erwin) (She/He/They),data_engineer,data_engineering,senior,contract,onsite,Warsaw,PL,,,,,,,,,,,,,,,,,
1055,https://job-boards.greenhouse.io/webflow/jobs/7484178,"Technical Support Associate, Weekends (Australia)",it_support_specialist,it_operations,unspecified,full_time,remote,,AU,,,,,,,,,,,,,,,,,
1539,https://job-boards.greenhouse.io/capco/jobs/7253483,Associate Director Finance process - Anaplan Lead,accountant,finance,unspecified,,onsite,Bengaluru,IN,,,,,,,,,,,,,,,,,
1511,https://job-boards.greenhouse.io/capco/jobs/7613775,AI Architect (Polish is Mandatory) (She/He/They),enterprise_architect,architecture,senior,contract,onsite,Warsaw,PL,,,,,,,,,,,,,,,,,
981,https://job-boards.greenhouse.io/gofundme/jobs/7592223,Staff Product Designer,product_designer,design,unspecified,full_time,hybrid,San Francisco,CA,181000,271000,USD,yearly,,,,,,,,,,,,,
281,https://job-boards.greenhouse.io/canonical/jobs/3275433,Community Engineer (multiple roles and seniority levels),software_engineer,community_management,lead,full_time,remote,,,,,,,,,,,,,,,,,,,
1096,https://job-boards.greenhouse.io/celonis/jobs/7553502003?gh_jid=7553502003,Corporate Account Executive (LATAM),account_executive,sales,,contract,hybrid,Madrid,ES,,,,,,,,,,,,,,,,,
941,https://job-boards.greenhouse.io/nansen/jobs/5678529004,Head of BD Staking - NYC,other,Business Development,lead,full_time,onsite,NYC,US,,,,,,,,,,,,,,,,,
518,https://job-boards.greenhouse.io/canonical/jobs/7364810,Tokyo Office Administrator,office_administrator,operations,junior,full_time,onsite,Tokyo,,,,,,,,,,,,,,,,,,
1644,https://job-boards.greenhouse.io/capco/jobs/7526533,Data Management Consultant,consultant,consulting,senior,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
1461,https://job-boards.greenhouse.io/datacamp/jobs/7325833,Data Science Editor,data_analyst,data_analytics,lead,contract,remote,,GB,,,,,,,,,,,,,,,,,
1021,https://job-boards.greenhouse.io/webflow/jobs/7371064,"Marketing Lead, EMEA",marketing_specialist,marketing,lead,full_time,remote,London,GB,,,,,,,,,,,,,,,,,
1587,https://job-boards.greenhouse.io/capco/jobs/7398372,Business Analyst - Retail Energy,business_analyst,business_analysis,,full_time,onsite,New York,US,,,,,,,,,,,,,,,,,
1409,https://job-boards.greenhouse.io/appier/jobs/7486380,Senior Product Manager – AI Agents,product_manager,product_management,senior,,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
1950,https://job-boards.greenhouse.io/capco/jobs/7621505,Sr. Java Backend Developer,backend_engineer,backend,senior,,,,IN,,,,,,,,,,,,,,,,,
918,https://job-boards.greenhouse.io/correlationone/jobs/5753967004,Staff Data Engineer,data_engineer,data_engineering,unspecified,full_time,remote,,US,,,,,,,,,,,,,,,,,
129,https://job-boards.greenhouse.io/smartsheet/jobs/7654140,Tier 1 Security & Desktop Systems Specialist (Hybrid in Bangalore),it_support_specialist,it_security_and_operations,unspecified,full_time,hybrid,Bangalore,IN,,,,,,,,,,,,,,,,,
712,https://job-boards.greenhouse.io/gleanwork/jobs/4641833005,Strategic Finance Lead,financial_analyst,finance,lead,full_time,hybrid,San Francisco,US,170000,230000,USD,yearly,,,,,,,,,,,,,
695,https://job-boards.greenhouse.io/gleanwork/jobs/4508312005,Solutions Architect,solutions_architect,architecture,senior,full_time,hybrid,,US,160000,225000,USD,yearly,,,,,,,,,,,,,
26,https://job-boards.greenhouse.io/omadahealth/jobs/7235663,Staff Product Designer,product_designer,design,unspecified,full_time,remote,,US,174800,218500,USD,yearly,,,,,,,,,,,,,
1454,https://job-boards.greenhouse.io/aurosglobal/jobs/4469627005,"Strategy Developer, HFT - UK",software_engineer,finance_and_trading,senior,full_time,remote,,GB,,,,,,,,,,,,,,,,,
1132,https://job-boards.greenhouse.io/celonis/jobs/6313846003?gh_jid=6313846003,Head of Industry - Banking,industry_lead,,lead,full_time,hybrid,New York,US,,,,,,,,,,,,,,,,,
1802,https://job-boards.greenhouse.io/capco/jobs/6870240,PM - Channels Contact Center Automation,,project_management,senior,full_time,onsite,,IN,,,,,,,,,,,,,,,,,
519,https://job-boards.greenhouse.io/canonical/jobs/5075146,Travel Operations Specialist,operations_specialist,operations,,,remote,,,,,,,,,,,,,,,,,,,
1241,https://job-boards.greenhouse.io/celonis/jobs/7500473003?gh_jid=7500473003,Senior Process Intelligence and Automation Consultant - Automotive / Manufacturing,consultant,consulting,senior,,hybrid,Stockholm,,,,,,,,,,,,,,,,,,
1462,https://job-boards.greenhouse.io/datacamp/jobs/7627690,Data Science Editor,data_analyst,data_analytics,lead,contract,remote,,GB,,,,,,,,,,,,,,,,,
1376,https://job-boards.greenhouse.io/appier/jobs/6854145,Digital Marketing (Campaign Management team),marketing_specialist,marketing,junior,full_time,onsite,Taipei,TW,,,,,,,,,,,,,,,,,
1707,https://job-boards.greenhouse.io/capco/jobs/7546989,Intelligent Automation Business Analyst,business_analyst,business_analysis,senior,full_time,hybrid,London,GB,,,,,,,,,,,,,,,,,
1484,https://job-boards.greenhouse.io/datacamp/jobs/7541294,Senior Product Manager,product_manager,product_management,senior,,,,GB,,,,,,,,,,,,,,,,,
1810,https://job-boards.greenhouse.io/capco/jobs/7526625,Principal Backend Engineer - Java,backend_engineer,backend,junior,full_time,hybrid,London,GB,,,,,,,,,,,,,,,,,
917,https://job-boards.greenhouse.io/correlationone/jobs/5759581004,Staff Data Engineer,data_engineer,data_engineering,unspecified,,remote,,CA,,,,,,,,,,,,,,,,,
1053,https://job-boards.greenhouse.io/webflow/jobs/7543012,"Technical Support Associate, Argentina",it_support_specialist,it_operations,unspecified,full_time,remote,,US,,,,,,,,,,,,,,,,,
973,https://job-boards.greenhouse.io/gofundme/jobs/7584501,Senior Revenue Accountant,accountant,finance,senior,full_time,hybrid,,US,85500,128500,USD,yearly,,,,,,,,,,,,,
974,https://job-boards.greenhouse.io/gofundme/jobs/7298279,Senior Solutions Architect,solutions_architect,architecture,senior,full_time,hybrid,San Francisco,CA,137000,206000,USD,yearly,,,,,,,,,,,,,
1730,https://job-boards.greenhouse.io/capco/jobs/7582627,Kafka / S3 Engineer,software_engineer,software_engineering,junior,contract,onsite,,PL,,,,,,,,,,,,,,,,,
142,https://job-boards.greenhouse.io/gomotive/jobs/7812263002,"Account Executive, Enterprise - Texas",account_executive,sales,lead,full_time,remote,,US,,,,,,,,,,,,,,,,,
1792,https://job-boards.greenhouse.io/capco/jobs/7553881,Murex Credit Risk SME,other,other,,full_time,onsite,India - Bengaluru,IN,,,,,,,,,,,,,,,,,
773,https://job-boards.greenhouse.io/grafanalabs/jobs/5598635004,"Manager, Foundation Observability Architects | USA | Remote",manager,operations,lead,,remote,,US,,,,,,,,,,,,,,,,,
1619,https://job-boards.greenhouse.io/capco/jobs/7522164,Consultant | Data Analyst,consultant,consulting,junior,full_time,onsite,,,,,,,,,,,,,,,,,,,
298,https://job-boards.greenhouse.io/canonical/jobs/7646448,Engineering Director - Business Data,analytics_director,data_analytics,director,full_time,remote,,,,,,,,,,,,,,,,,,,
225,https://job-boards.greenhouse.io/gomotive/jobs/8235620002,"Senior Product Marketing Manager, México",marketing_specialist,marketing,senior,full_time,onsite,Mexico City,MX,,,,,,,,,,,,,,,,,
1565,https://job-boards.greenhouse.io/capco/jobs/7295516,Business Analyst,business_analyst,business_analysis,unspecified,full_time,onsite,Dallas,US,,,,,,,,,,,,,,,,,
1483,https://job-boards.greenhouse.io/datacamp/jobs/7541295,Senior Product Manager,product_manager,product_management,senior,,,,GB,,,,,,,,,,,,,,,,,
868,https://job-boards.greenhouse.io/grafanalabs/jobs/5778252004,Staff Backend Engineer - Observability Knowledge Graph Backend | USA | Remote,backend_engineer,backend,unspecified,full_time,remote,,US,,,,,,,,,,,,,,,,,
1691,https://job-boards.greenhouse.io/capco/jobs/7546958,GCP Data Engineer,data_engineer,data_engineering,junior,,onsite,Pune,IN,,,,,,,,,,,,,,,,,
1054,https://job-boards.greenhouse.io/webflow/jobs/7531244,"Technical Support Associate, EMEA (German Speaking)",it_support_specialist,it_operations,unspecified,full_time,remote,,GB,,,,,,,,,,,,,,,,,
11,https://job-boards.greenhouse.io/omadahealth/jobs/7473994,"Senior Analyst, Strategic Finance",financial_analyst,finance,senior,full_time,remote,,US,101200,126500,USD,yearly,,,,,,,,,,,,,
1326,https://job-boards.greenhouse.io/celonis/jobs/6512917003?gh_jid=6512917003,Value Engineering Manager - Orbit Program,software_engineer,management,senior,,hybrid,Bangalore,IN,,,,,,,,,,,,,,,,,
238,https://job-boards.greenhouse.io/gomotive/jobs/6056466002,"SMB Account Executive, Outbound Sales",account_executive,sales,junior,full_time,onsite,Islamabad & Lahore,PK,,,,,,,,,,,,,,,,,
1947,https://job-boards.greenhouse.io/capco/jobs/7267324,SPO Offshore Team Lead,other,other,lead,full_time,onsite,Bengaluru,IN,,,,,,,,,,,,,,,,,
1835,https://job-boards.greenhouse.io/capco/jobs/7624681,Project Manager,manager,management,lead,full_time,onsite,Dallas,US,,,,,,,,,,,,,,,,,
993,https://job-boards.greenhouse.io/levio/jobs/8422292002,Change Management Consultant,consultant,consulting,,full_time,hybrid,Ottawa,,,,,,,,,,,,,,,,,,
1890,https://job-boards.greenhouse.io/capco/jobs/7587875,Senior Data Analyst | Banking,data_analyst,data_analytics,senior,full_time,onsite,,,,,,,,,,,,,,,,,,,
406,https://job-boards.greenhouse.io/canonical/jobs/5326649,Product Marketing Manager – IoT & Embedded Systems,marketing_specialist,marketing,lead,full_time,remote,,,,,,,,,,,,,,,,,,,
1590,https://job-boards.greenhouse.io/capco/jobs/7476442,Business Analyst - Retail Energy,business_analyst,business_analysis,,full_time,onsite,Baltimore,US,,,,,,,,,,,,,,,,,
1411,https://job-boards.greenhouse.io/appier/jobs/7119975,Senior RTB Product Manager (Taiwan),product_manager,product_management,senior,full_time,,Taipei,US,,,,,,,,,,,,,,,,,
867,https://job-boards.greenhouse.io/grafanalabs/jobs/5778253004,Staff Backend Engineer - Observability Knowledge Graph Backend | Canada | Remote,backend_engineer,backend,unspecified,full_time,remote,,CA,,,,,,,,,,,,,,,,,
1633,https://job-boards.greenhouse.io/capco/jobs/7576688,Data Engineer - Fabric Solution | Inglês,data_engineer,data_engineering,unspecified,,onsite,Sao Paulo,BR,,,,,,,,,,,,,,,,,
19,https://job-boards.greenhouse.io/omadahealth/jobs/7648699,Senior Salesforce Administrator,systems_administrator,it_operations,senior,,remote,,US,129720,162150,USD,yearly,,,,,,,,,,,,,
10,https://job-boards.greenhouse.io/omadahealth/jobs/7565149,"Senior Accountant, Financial Reporting & Technical Accounting",accountant,finance,senior,full_time,remote,,US,103960,129950,USD,yearly,,,,,,,,,,,,,
1292,https://job-boards.greenhouse.io/celonis/jobs/6561949003?gh_jid=6561949003,Software Engineer - Machine Learning,software_engineer,software_engineering,,full_time,hybrid,Redwood City,US,,,,,,,,,,,,,,,,,
392,https://job-boards.greenhouse.io/canonical/jobs/6861259,"Partner Sales Executive, ANZ Channel",sales_representative,sales,lead,full_time,onsite,,AU,,,,,,,,,,,,,,,,,
731,https://job-boards.greenhouse.io/gleanwork/jobs/4657292005,Website Designer,other,other,junior,full_time,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
1158,https://job-boards.greenhouse.io/celonis/jobs/6583519003?gh_jid=6583519003,"Manager, Cloud Security",manager,,lead,full_time,hybrid,Raleigh,US,,,,,,,,,,,,,,,,,
902,https://job-boards.greenhouse.io/correlationone/jobs/5657817004,GenAI Curriculum Consultant,consultant,consulting,,,remote,,,,,,,,,,,,,,,,,,,
1655,https://job-boards.greenhouse.io/capco/jobs/7185459,Data Strategy & Advisory Leader (Managing Principal),data_analyst,data_strategy,senior,full_time,onsite,Frankfurt am Main,DE,,,,,,,,,,,,,,,,,
646,https://job-boards.greenhouse.io/gleanwork/jobs/4665663005,Product Marketing Manager (Competitive Intelligence),marketing_specialist,marketing,manager,,hybrid,Bangalore,IN,,,,,,,,,,,,,,,,,
1571,https://job-boards.greenhouse.io/capco/jobs/7601800,Business Analyst – Cash Management & Intraday Liquidity,business_analyst,business_analysis,senior,full_time,onsite,,IN,,,,,,,,,,,,,,,,,
639,https://job-boards.greenhouse.io/gleanwork/jobs/4629292005,Product Manager,product_manager,product_management,manager,full_time,onsite,Bangalore,IN,,,,,,,,,,,,,,,,,
866,https://job-boards.greenhouse.io/grafanalabs/jobs/5807096004,Staff Backend Engineer - Databases Pyroscope | US | Remote,backend_engineer,backend,unspecified,,remote,,US,,,,,,,,,,,,,,,,,
1809,https://job-boards.greenhouse.io/capco/jobs/7588659,Principal Azure Data Engineer (Databricks),data_engineer,data_engineering,unspecified,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
578,https://job-boards.greenhouse.io/gleanwork/jobs/4520700005,Designated Technical Support Engineer,it_support_specialist,it_operations,junior,full_time,onsite,Palo Alto,CA,120000,190000,USD,yearly,,,,,,,,,,,,,
896,https://job-boards.greenhouse.io/grafanalabs/jobs/5811992004,Strategic Finance & Analytics Manager | USA | Remote,financial_analyst,finance,senior,full_time,remote,,US,143000,172000,USD,yearly,,,,,,,,,,,,,
372,https://job-boards.greenhouse.io/canonical/jobs/3262042,Linux Enablement - Software Engineering Manager,software_engineer,software_engineering,lead,full_time,onsite,,US,,,USD,yearly,,,,,,,,,,,,,
174,https://job-boards.greenhouse.io/gomotive/jobs/8367411002,Enterprise Account Executive,account_executive,sales,senior,full_time,onsite,London,GB,,,,,,,,,,,,,,,,,
948,https://job-boards.greenhouse.io/gofundme/jobs/7460504,"Director, Customer Care",other,management,senior,full_time,hybrid,Dublin,IE,,,,,,,,,,,,,,,,,
408,https://job-boards.greenhouse.io/canonical/jobs/5422728,Project Manager - Ubuntu Embedded Systems,manager,management,manager,contract,remote,,,,,,,,,,,,,,,,,,,
1708,https://job-boards.greenhouse.io/capco/jobs/6108229,Intelligent Automation Consultant - Microsoft Power Platform Specialist,consultant,consulting,lead,unspecified,hybrid,London,GB,,,,,,,,,,,,,,,,,
1642,https://job-boards.greenhouse.io/capco/jobs/7533330,Data Experts (Data Analysts + Data Modelers),data_analyst,data_analytics,junior,full_time,onsite,India - Bengaluru,IN,,,,,,,,,,,,,,,,,
336,https://job-boards.greenhouse.io/canonical/jobs/4981249,Graduate Partner Marketing Manager,marketing_specialist,marketing,manager,,,,,,,,,,,,,,,,,,,,,
1859,https://job-boards.greenhouse.io/capco/jobs/7423237,Securities Services Business Analyst (She/He/They),business_analyst,business_analysis,senior,contract,onsite,,PL,,,,,,,,,,,,,,,,,
642,https://job-boards.greenhouse.io/gleanwork/jobs/4525518005,"Product Manager, AI Quality",product_manager,product_management,manager,full_time,hybrid,San Francisco Bay Area,US,,,,,,,,,,,,,,,,,
865,https://job-boards.greenhouse.io/grafanalabs/jobs/5807088004,Staff Backend Engineer - Databases Pyroscope | Canada | Remote,backend_engineer,backend,unspecified,,remote,,CA,,,,,,,,,,,,,,,,,
1512,https://job-boards.greenhouse.io/capco/jobs/7349075,AI Data Engineer – Toronto - Hybrid,data_engineer,data_engineering,unspecified,full_time,hybrid,Canada - Toronto,CA,118000,135000,USD,yearly,,,,,,,,,,,,,
725,https://job-boards.greenhouse.io/gleanwork/jobs/4372145005,Technical Support Engineer,it_support_specialist,it_operations,junior,,hybrid,Nashville,TN,75000,180000,USD,yearly,,,,,,,,,,,,,
1741,https://job-boards.greenhouse.io/capco/jobs/7544157,"Lead Software Engineer (.NET, WPF) (She/ He/ They)",software_engineer,software_engineering,lead,contract,onsite,,PL,,,,,,,,,,,,,,,,,
751,https://job-boards.greenhouse.io/grafanalabs/jobs/5718842004,"Director, Global Sales Strategy & Operations | United Kingdom | Remote",sales_representative,management,director,full_time,remote,,GB,,,,,,,,,,,,,,,,,
1661,https://job-boards.greenhouse.io/capco/jobs/7391344,Desenvolvedor(a) Full Stack Senior | Inglês,,other,senior,full_time,onsite,Sao Paulo,BR,,,,,,,,,,,,,,,,,
